v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_departure_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,node_slots_by_time,link_paths_by_time,node_migrations,active_time_slots,current_time_slot,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_violation,v_net_single_step_violation,v_net_place_violation,v_net_route_violation,v_net_budget,v_net_place_budget,v_net_route_budget,place_result,route_result,early_rejection,revoke_times,selected_actions,num_placed_nodes,num_routed_links
35,13,10,756.0,2137.0,159573.90251732914,430608.1567278276,0.3537669630322883,0.370577983775143,20,45,1,440.0,11820,8187,3633,0.0915446071904128,0.2102173913043478,34,140.13850685143188,440.0,580.1385068514319,5,5,False,"{0: np.int64(36), 1: np.int64(11), 2: np.int64(19), 3: np.int64(13), 4: np.int64(22)}","{(0, 2): [(np.int64(36), 2), (2, 38), (38, 39), (39, 30), (30, 3), (3, 19)], (0, 4): [(np.int64(36), 2), (2, 32), (32, 34), (34, 24), (24, 25), (25, 9), (9, 29), (29, 23), (23, 22)], (1, 3): [(np.int64(11), 13)], (2, 3): [(np.int64(19), 3), (3, 30), (30, 39), (39, 38), (38, 2), (2, 32), (32, 34), (34, 24), (24, 25), (25, 9), (9, 15), (15, 12), (12, 13)], (2, 4): []}","{(0, np.int64(36)): {'cpu': 9, 'gpu': 5, 'ram': 0}, (1, np.int64(11)): {'cpu': 6, 'gpu': 15, 'ram': 16}, (2, np.int64(19)): {'cpu': 4, 'gpu': 5, 'ram': 16}, (3, np.int64(13)): {'cpu': 16, 'gpu': 5, 'ram': 0}, (4, np.int64(22)): {'cpu': 8, 'gpu': 17, 'ram': 10}}","{((0, 2), (np.int64(36), 2)): {'bw': 12}, ((0, 2), (2, 38)): {'bw': 12}, ((0, 2), (38, 39)): {'bw': 12}, ((0, 2), (39, 30)): {'bw': 12}, ((0, 2), (30, 3)): {'bw': 12}, ((0, 2), (3, 19)): {'bw': 12}, ((0, 4), (np.int64(36), 2)): {'bw': 0}, ((0, 4), (2, 32)): {'bw': 0}, ((0, 4), (32, 34)): {'bw': 0}, ((0, 4), (34, 24)): {'bw': 0}, ((0, 4), (24, 25)): {'bw': 0}, ((0, 4), (25, 9)): {'bw': 0}, ((0, 4), (9, 29)): {'bw': 0}, ((0, 4), (29, 23)): {'bw': 0}, ((0, 4), (23, 22)): {'bw': 0}, ((1, 3), (np.int64(11), 13)): {'bw': 7}, ((2, 3), (np.int64(19), 3)): {'bw': 19}, ((2, 3), (3, 30)): {'bw': 19}, ((2, 3), (30, 39)): {'bw': 19}, ((2, 3), (39, 38)): {'bw': 19}, ((2, 3), (38, 2)): {'bw': 19}, ((2, 3), (2, 32)): {'bw': 19}, ((2, 3), (32, 34)): {'bw': 19}, ((2, 3), (34, 24)): {'bw': 19}, ((2, 3), (24, 25)): {'bw': 19}, ((2, 3), (25, 9)): {'bw': 19}, ((2, 3), (9, 15)): {'bw': 19}, ((2, 3), (15, 12)): {'bw': 19}, ((2, 3), (12, 13)): {'bw': 19}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,88.0,44.0,43,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],5.0,5.0
36,13,10,756.0,2137.0,159573.90251732914,430608.1567278276,0.3537669630322883,0.370577983775143,20,46,1,457.0,11820,8187,3633,0.0915446071904128,0.2102173913043478,35,86.56372638660338,457.0,543.5637263866033,3,3,False,"{0: np.int64(36), 1: np.int64(11), 2: np.int64(19)}","{(0, 1): []}","{(0, np.int64(36)): {'cpu': 4, 'gpu': 5, 'ram': 19}, (1, np.int64(11)): {'cpu': 19, 'gpu': 12, 'ram': 12}, (2, np.int64(19)): {'cpu': 4, 'gpu': 17, 'ram': 6}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,65.33333333333333,32.666666666666664,43,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],3.0,1.0
37,14,11,838.3333333333334,2315.3333333333335,164388.5669796899,441036.6809681637,0.3620788943276706,0.37273218776003875,22,47,1,468.0,11553,8054,3499,0.1063027075011096,0.23934782608695648,36,58.47770602057608,468.0,526.4777060205761,4,3,True,"{0: np.int64(36), 1: np.int64(11), 2: np.int64(19), 3: np.int64(13)}","{(0, 2): [(np.int64(36), 2), (2, 4), (4, 3), (3, 19)], (0, 3): [(np.int64(36), 2), (2, 4), (4, 5), (5, 23), (23, 22), (22, 13)], (1, 3): [(np.int64(11), 13)]}","{(0, np.int64(36)): {'cpu': 0, 'gpu': 3, 'ram': 20}, (1, np.int64(11)): {'cpu': 15, 'gpu': 16, 'ram': 20}, (2, np.int64(19)): {'cpu': 10, 'gpu': 16, 'ram': 5}, (3, np.int64(13)): {'cpu': 3, 'gpu': 9, 'ram': 16}}","{((0, 2), (np.int64(36), 2)): {'bw': 17}, ((0, 2), (2, 4)): {'bw': 17}, ((0, 2), (4, 3)): {'bw': 17}, ((0, 2), (3, 19)): {'bw': 17}, ((0, 3), (np.int64(36), 2)): {'bw': 9}, ((0, 3), (2, 4)): {'bw': 9}, ((0, 3), (4, 5)): {'bw': 9}, ((0, 3), (5, 23)): {'bw': 9}, ((0, 3), (23, 22)): {'bw': 9}, ((0, 3), (22, 13)): {'bw': 9}, ((1, 3), (np.int64(11), 13)): {'bw': 12}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,178.33333333333334,82.33333333333334,88.66666666666667,44.333333333333336,38,44.333333333333336,38,44.333333333333336,134,96,0.46168224299065425,10428.524240336068,4814.664462360764,26.99811848052765,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],4.0,3.0
38,14,11,838.3333333333334,2315.3333333333335,164388.5669796899,441036.6809681637,0.3620788943276706,0.37273218776003875,22,48,1,476.0,11553,8054,3499,0.1063027075011096,0.23934782608695648,37,534.0360948995715,476.0,1010.0360948995715,5,7,False,"{0: np.int64(22), 1: np.int64(14), 2: np.int64(38), 3: np.int64(12), 4: np.int64(27)}","{(0, 1): [(np.int64(22), 12), (12, 14)], (0, 3): [(np.int64(22), 12)], (0, 4): [(np.int64(22), 27)], (1, 4): [(np.int64(14), 12), (12, 22), (22, 27)], (2, 3): []}","{(0, np.int64(22)): {'cpu': 15, 'gpu': 16, 'ram': 2}, (1, np.int64(14)): {'cpu': 6, 'gpu': 4, 'ram': 16}, (2, np.int64(38)): {'cpu': 14, 'gpu': 7, 'ram': 15}, (3, np.int64(12)): {'cpu': 1, 'gpu': 14, 'ram': 15}, (4, np.int64(27)): {'cpu': 4, 'gpu': 7, 'ram': 18}}","{((0, 1), (np.int64(22), 12)): {'bw': 11}, ((0, 1), (12, 14)): {'bw': 11}, ((0, 3), (np.int64(22), 12)): {'bw': 14}, ((0, 4), (np.int64(22), 27)): {'bw': 7}, ((1, 4), (np.int64(14), 12)): {'bw': 2}, ((1, 4), (12, 22)): {'bw': 2}, ((1, 4), (22, 27)): {'bw': 2}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,102.66666666666667,51.333333333333336,61,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],5.0,5.0
39,14,11,838.3333333333334,2315.3333333333335,164388.5669796899,441036.6809681637,0.3620788943276706,0.37273218776003875,22,49,1,481.0,11553,8054,3499,0.1063027075011096,0.23934782608695648,38,74.35613569414551,481.0,555.3561356941455,5,7,False,"{0: np.int64(22), 1: np.int64(14), 2: np.int64(38), 3: np.int64(12), 4: np.int64(27)}","{(0, 3): [(np.int64(22), 12)], (0, 4): [(np.int64(22), 27)], (1, 3): [(np.int64(14), 12)], (1, 4): [(np.int64(14), 12), (12, 22), (22, 27)], (2, 3): [(np.int64(38), 39), (39, 30), (30, 0), (0, 34), (34, 24), (24, 25), (25, 9), (9, 15), (15, 12)], (2, 4): []}","{(0, np.int64(22)): {'cpu': 13, 'gpu': 5, 'ram': 17}, (1, np.int64(14)): {'cpu': 16, 'gpu': 19, 'ram': 5}, (2, np.int64(38)): {'cpu': 5, 'gpu': 11, 'ram': 4}, (3, np.int64(12)): {'cpu': 4, 'gpu': 8, 'ram': 1}, (4, np.int64(27)): {'cpu': 13, 'gpu': 0, 'ram': 5}}","{((0, 3), (np.int64(22), 12)): {'bw': 16}, ((0, 4), (np.int64(22), 27)): {'bw': 6}, ((1, 3), (np.int64(14), 12)): {'bw': 8}, ((1, 4), (np.int64(14), 12)): {'bw': 19}, ((1, 4), (12, 22)): {'bw': 19}, ((1, 4), (22, 27)): {'bw': 19}, ((2, 3), (np.int64(38), 39)): {'bw': 4}, ((2, 3), (39, 30)): {'bw': 4}, ((2, 3), (30, 0)): {'bw': 4}, ((2, 3), (0, 34)): {'bw': 4}, ((2, 3), (34, 24)): {'bw': 4}, ((2, 3), (24, 25)): {'bw': 4}, ((2, 3), (25, 9)): {'bw': 4}, ((2, 3), (9, 15)): {'bw': 4}, ((2, 3), (15, 12)): {'bw': 4}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,84.0,42.0,83,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],5.0,6.0
39,14,10,838.3333333333334,2315.3333333333335,164388.5669796899,441036.6809681637,0.3620788943276706,0.37273218776003875,22,50,0,482.95677671730147,11658,8146,3512,0.09609409675987568,0.23652173913043473,30,87.95677671730145,395.0,482.95677671730147,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[482.95677671730147],482.95677671730147,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
40,15,11,874.6666666666667,2427.666666666667,168364.89792883146,453330.4748200968,0.3602910888370177,0.37139549904657676,23,51,1,490.0,11511,8094,3417,0.10186418109187745,0.25717391304347825,39,109.44030135252027,490.0,599.4403013525202,2,1,True,"{0: np.int64(24), 1: np.int64(22)}","{(0, 1): [(np.int64(24), 25), (25, 9), (9, 29), (29, 23), (23, 22)]}","{(0, np.int64(24)): {'cpu': 10, 'gpu': 5, 'ram': 8}, (1, np.int64(22)): {'cpu': 3, 'gpu': 9, 'ram': 17}}","{((0, 1), (np.int64(24), 25)): {'bw': 19}, ((0, 1), (25, 9)): {'bw': 19}, ((0, 1), (9, 29)): {'bw': 19}, ((0, 1), (29, 23)): {'bw': 19}, ((0, 1), (23, 22)): {'bw': 19}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,112.33333333333333,36.33333333333333,34.666666666666664,17.333333333333332,19,17.333333333333332,19,17.333333333333332,95,76,0.3234421364985163,12293.79385193311,3976.330949141569,35.39760488850062,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],2.0,1.0
40,15,11,874.6666666666667,2427.666666666667,168364.89792883146,453330.4748200968,0.3602910888370177,0.37139549904657676,23,52,0,492.4809830682378,11511,8094,3417,0.10186418109187745,0.25717391304347825,23,189.48098306823778,303.0,492.4809830682378,4,4,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[492.4809830682378],492.4809830682378,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
40,15,10,874.6666666666667,2427.666666666667,168364.89792883146,453330.4748200968,0.3602910888370177,0.37139549904657676,23,53,0,495.15075781647886,11634,8122,3512,0.09875721260541503,0.23652173913043473,29,117.15075781647884,378.0,495.15075781647886,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[495.15075781647886],495.15075781647886,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
40,15,9,874.6666666666667,2427.666666666667,168364.89792883146,453330.4748200968,0.3602910888370177,0.37139549904657676,23,54,0,502.2662043787416,11772,8170,3602,0.09343098091433644,0.21695652173913038,16,287.2662043787416,215.0,502.2662043787416,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[502.2662043787416],502.2662043787416,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
41,15,9,874.6666666666667,2427.666666666667,168364.89792883146,453330.4748200968,0.3602910888370177,0.37139549904657676,23,55,1,509.0,11772,8170,3602,0.09343098091433644,0.21695652173913038,40,230.00698277986,509.0,739.00698277986,4,5,False,"{0: np.int64(29), 1: np.int64(2), 2: np.int64(14), 3: np.int64(38)}","{(0, 1): []}","{(0, np.int64(29)): {'cpu': 8, 'gpu': 5, 'ram': 1}, (1, np.int64(2)): {'cpu': 10, 'gpu': 16, 'ram': 8}, (2, np.int64(14)): {'cpu': 1, 'gpu': 3, 'ram': 0}, (3, np.int64(38)): {'cpu': 14, 'gpu': 7, 'ram': 5}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,52.0,26.0,50,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],4.0,1.0
41,15,8,874.6666666666667,2427.666666666667,168364.89792883146,453330.4748200968,0.3602910888370177,0.37139549904657676,23,56,0,518.7159431960364,11902,8237,3665,0.08599644917887261,0.20326086956521738,0,510.7159431960364,8.0,518.7159431960364,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[518.7159431960364],518.7159431960364,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
42,15,8,874.6666666666667,2427.666666666667,168364.89792883146,453330.4748200968,0.3602910888370177,0.37139549904657676,23,57,1,523.0,11902,8237,3665,0.08599644917887261,0.20326086956521738,41,860.165825889022,523.0,1383.165825889022,5,6,False,"{0: np.int64(13), 1: np.int64(29), 2: np.int64(32), 3: np.int64(14), 4: np.int64(38)}","{(0, 3): [(np.int64(13), 14)], (0, 4): []}","{(0, np.int64(13)): {'cpu': 17, 'gpu': 5, 'ram': 11}, (1, np.int64(29)): {'cpu': 16, 'gpu': 19, 'ram': 1}, (2, np.int64(32)): {'cpu': 16, 'gpu': 15, 'ram': 7}, (3, np.int64(14)): {'cpu': 11, 'gpu': 13, 'ram': 16}, (4, np.int64(38)): {'cpu': 14, 'gpu': 11, 'ram': 7}}","{((0, 3), (np.int64(13), 14)): {'bw': 15}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,119.33333333333333,59.666666666666664,47,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],5.0,2.0
42,15,7,874.6666666666667,2427.666666666667,168364.89792883146,453330.4748200968,0.3602910888370177,0.37139549904657676,23,58,0,526.4777060205761,12169,8370,3799,0.07123834886817582,0.1741304347826087,36,58.47770602057608,468.0,526.4777060205761,4,3,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[526.4777060205761],526.4777060205761,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
42,15,6,874.6666666666667,2427.666666666667,168364.89792883146,453330.4748200968,0.3602910888370177,0.37139549904657676,23,59,0,527.1673534338059,12292,8479,3813,0.05914336440301815,0.1710869565217391,8,420.16735343380594,107.0,527.1673534338059,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[527.1673534338059],527.1673534338059,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
43,16,7,889.3333333333334,2458.3333333333335,169113.96043103826,454896.6964156201,0.3617627118644068,0.3717634393997135,23,60,1,537.0,12240,8447,3793,0.06269418553040396,0.1754347826086956,42,51.07244333228212,537.0,588.0724433322821,2,1,True,"{0: np.int64(13), 1: np.int64(17)}","{(0, 1): [(np.int64(13), 12), (12, 15), (15, 29), (29, 4), (4, 17)]}","{(0, np.int64(13)): {'cpu': 10, 'gpu': 6, 'ram': 4}, (1, np.int64(17)): {'cpu': 5, 'gpu': 6, 'ram': 1}}","{((0, 1), (np.int64(13), 12)): {'bw': 4}, ((0, 1), (12, 15)): {'bw': 4}, ((0, 1), (15, 29)): {'bw': 4}, ((0, 1), (29, 4)): {'bw': 4}, ((0, 1), (4, 17)): {'bw': 4}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,30.666666666666664,14.666666666666666,21.333333333333332,10.666666666666666,4,10.666666666666666,4,10.666666666666666,20,16,0.4782608695652174,1566.2215955233182,749.0625022068044,24.425951158917535,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],2.0,1.0
43,16,7,889.3333333333334,2458.3333333333335,169113.96043103826,454896.6964156201,0.3617627118644068,0.3717634393997135,23,61,0,539.051028173193,12240,8447,3793,0.06269418553040396,0.1754347826086956,24,226.051028173193,313.0,539.051028173193,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[539.051028173193],539.051028173193,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
43,16,7,889.3333333333334,2458.3333333333335,169113.96043103826,454896.6964156201,0.3617627118644068,0.3717634393997135,23,62,0,543.5637263866033,12240,8447,3793,0.06269418553040396,0.1754347826086956,35,86.56372638660338,457.0,543.5637263866033,3,3,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[543.5637263866033],543.5637263866033,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
44,17,8,943.0,2735.0,217945.76823563766,706638.314290263,0.34478976234003655,0.3084261974310566,23,63,1,550.0,11898,8349,3549,0.07356857523302263,0.22847826086956524,43,909.9094621975045,550.0,1459.9094621975046,3,2,True,"{0: np.int64(18), 1: np.int64(13), 2: np.int64(17)}","{(0, 2): [(np.int64(18), 9), (9, 8), (8, 7), (7, 34), (34, 32), (32, 2), (2, 38), (38, 39), (39, 30), (30, 17)], (1, 2): [(np.int64(13), 12), (12, 15), (15, 9), (9, 8), (8, 7), (7, 34), (34, 32), (32, 2), (2, 38), (38, 39), (39, 30), (30, 17)]}","{(0, np.int64(18)): {'cpu': 5, 'gpu': 3, 'ram': 20}, (1, np.int64(13)): {'cpu': 5, 'gpu': 17, 'ram': 18}, (2, np.int64(17)): {'cpu': 6, 'gpu': 15, 'ram': 9}}","{((0, 2), (np.int64(18), 9)): {'bw': 4}, ((0, 2), (9, 8)): {'bw': 4}, ((0, 2), (8, 7)): {'bw': 4}, ((0, 2), (7, 34)): {'bw': 4}, ((0, 2), (34, 32)): {'bw': 4}, ((0, 2), (32, 2)): {'bw': 4}, ((0, 2), (2, 38)): {'bw': 4}, ((0, 2), (38, 39)): {'bw': 4}, ((0, 2), (39, 30)): {'bw': 4}, ((0, 2), (30, 17)): {'bw': 4}, ((1, 2), (np.int64(13), 12)): {'bw': 17}, ((1, 2), (12, 15)): {'bw': 17}, ((1, 2), (15, 9)): {'bw': 17}, ((1, 2), (9, 8)): {'bw': 17}, ((1, 2), (8, 7)): {'bw': 17}, ((1, 2), (7, 34)): {'bw': 17}, ((1, 2), (34, 32)): {'bw': 17}, ((1, 2), (32, 2)): {'bw': 17}, ((1, 2), (2, 38)): {'bw': 17}, ((1, 2), (38, 39)): {'bw': 17}, ((1, 2), (39, 30)): {'bw': 17}, ((1, 2), (30, 17)): {'bw': 17}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,276.6666666666667,53.666666666666664,65.33333333333333,32.666666666666664,21,32.666666666666664,21,32.666666666666664,244,223,0.19397590361445782,251741.61787464292,48831.807804599404,176.5005101371063,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],3.0,2.0
44,17,8,943.0,2735.0,217945.76823563766,706638.314290263,0.34478976234003655,0.3084261974310566,23,64,0,555.3561356941455,11898,8349,3549,0.07356857523302263,0.22847826086956524,38,74.35613569414551,481.0,555.3561356941455,5,7,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[555.3561356941455],555.3561356941455,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
45,18,9,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,65,1,560.0,11536,8192,3344,0.09098979138925878,0.2730434782608696,44,50.51739140261818,560.0,610.5173914026182,5,6,True,"{0: np.int64(3), 1: np.int64(29), 2: np.int64(32), 3: np.int64(20), 4: np.int64(18)}","{(0, 1): [(np.int64(3), 4), (4, 29)], (0, 3): [(np.int64(3), 4), (4, 29), (29, 15), (15, 12), (12, 20)], (1, 2): [(np.int64(29), 4), (4, 16), (16, 34), (34, 32)], (1, 3): [(np.int64(29), 28), (28, 27), (27, 22), (22, 12), (12, 20)], (2, 4): [(np.int64(32), 34), (34, 24), (24, 25), (25, 9), (9, 18)], (3, 4): [(np.int64(20), 12), (12, 15), (15, 9), (9, 18)]}","{(0, np.int64(3)): {'cpu': 2, 'gpu': 13, 'ram': 2}, (1, np.int64(29)): {'cpu': 19, 'gpu': 4, 'ram': 20}, (2, np.int64(32)): {'cpu': 3, 'gpu': 17, 'ram': 10}, (3, np.int64(20)): {'cpu': 13, 'gpu': 6, 'ram': 17}, (4, np.int64(18)): {'cpu': 11, 'gpu': 15, 'ram': 5}}","{((0, 1), (np.int64(3), 4)): {'bw': 20}, ((0, 1), (4, 29)): {'bw': 20}, ((0, 3), (np.int64(3), 4)): {'bw': 4}, ((0, 3), (4, 29)): {'bw': 4}, ((0, 3), (29, 15)): {'bw': 4}, ((0, 3), (15, 12)): {'bw': 4}, ((0, 3), (12, 20)): {'bw': 4}, ((1, 2), (np.int64(29), 4)): {'bw': 4}, ((1, 2), (4, 16)): {'bw': 4}, ((1, 2), (16, 34)): {'bw': 4}, ((1, 2), (34, 32)): {'bw': 4}, ((1, 3), (np.int64(29), 28)): {'bw': 15}, ((1, 3), (28, 27)): {'bw': 15}, ((1, 3), (27, 22)): {'bw': 15}, ((1, 3), (22, 12)): {'bw': 15}, ((1, 3), (12, 20)): {'bw': 15}, ((2, 4), (np.int64(32), 34)): {'bw': 2}, ((2, 4), (34, 24)): {'bw': 2}, ((2, 4), (24, 25)): {'bw': 2}, ((2, 4), (25, 9)): {'bw': 2}, ((2, 4), (9, 18)): {'bw': 2}, ((3, 4), (np.int64(20), 12)): {'bw': 11}, ((3, 4), (12, 15)): {'bw': 11}, ((3, 4), (15, 9)): {'bw': 11}, ((3, 4), (9, 18)): {'bw': 11}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,257.33333333333337,108.33333333333334,104.66666666666667,52.333333333333336,56,52.333333333333336,56,52.333333333333336,205,149,0.4209844559585492,12999.808720940413,5472.717401950304,21.267036536076308,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],5.0,6.0
45,18,8,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,66,0,568.0402674536349,12026,8353,3673,0.07312472259209946,0.2015217391304348,32,146.04026745363484,422.0,568.0402674536349,5,6,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[568.0402674536349],568.0402674536349,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
46,18,8,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,67,1,569.0,12026,8353,3673,0.07312472259209946,0.2015217391304348,45,1874.515725352295,569.0,2443.515725352295,3,2,False,"{0: np.int64(19), 1: np.int64(15), 2: np.int64(32)}","{(0, 2): []}","{(0, np.int64(19)): {'cpu': 2, 'gpu': 19, 'ram': 1}, (1, np.int64(15)): {'cpu': 1, 'gpu': 16, 'ram': 1}, (2, np.int64(32)): {'cpu': 14, 'gpu': 11, 'ram': 13}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,52.0,26.0,19,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],3.0,1.0
46,18,8,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,68,0,580.1385068514319,12026,8353,3673,0.07312472259209946,0.2015217391304348,34,140.13850685143188,440.0,580.1385068514319,5,5,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[580.1385068514319],580.1385068514319,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
47,18,8,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,69,1,581.0,12026,8353,3673,0.07312472259209946,0.2015217391304348,46,316.1683013326907,581.0,897.1683013326907,5,5,False,"{0: np.int64(19), 1: np.int64(15), 2: np.int64(32), 3: np.int64(2), 4: np.int64(34)}","{(0, 1): []}","{(0, np.int64(19)): {'cpu': 6, 'gpu': 2, 'ram': 3}, (1, np.int64(15)): {'cpu': 19, 'gpu': 5, 'ram': 20}, (2, np.int64(32)): {'cpu': 16, 'gpu': 7, 'ram': 7}, (3, np.int64(2)): {'cpu': 3, 'gpu': 15, 'ram': 7}, (4, np.int64(34)): {'cpu': 14, 'gpu': 14, 'ram': 19}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,104.66666666666667,52.333333333333336,56,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],5.0,1.0
